IncidentCode,SupplierID,SupplierName,Region,SupplierCategory,ReliabilityScore,WarehouseLocation,ShipmentStatus,DeliveryDelayDays,TransportationCost,InventoryLevel,DemandForecast,IncidentCategory,Title,Description,Severity,ImpactScore,OccurredAt,ResolutionStatus
INC-00356,SUP-005,Gulf Region Distributors,Middle East,Manufacturing,53.67,"Frankfurt, Germany",Delayed,6.55,14883.73,4845.73,2366.2,shipment,Transportation cost spike on Middle East routes,Freight costs from Middle East increased by 48% due to fuel surcharges and carrier capacity constraints.,medium,3.32,2026-05-21,open
INC-00357,SUP-010,Bay Area Tech Supplies,North America,Electronics,76.03,"Houston, USA",In-Transit,5.47,42256.69,347.26,1486.52,shipment,Transportation cost spike on North America routes,Freight costs from North America increased by 39% due to fuel surcharges and carrier capacity constraints.,high,6.13,2025-08-19,in_progress
INC-00358,SUP-006,Andean Resources Ltd,South America,Raw Materials,80.84,"Dubai, UAE",On-Time,0.88,12227.16,3461.79,1496.85,demand,Demand surge exceeds Andean Resources Ltd capacity,"Q-on-Q demand has increased by 59%, exceeding current supply agreements with Andean Resources Ltd.",low,2.09,2025-08-09,in_progress
INC-00359,SUP-004,NorAm Supply Chain,North America,Packaging,59.28,"Mumbai, India",On-Time,4.66,19155.09,2368.55,3483.88,demand,Demand surge exceeds NorAm Supply Chain capacity,"Q-on-Q demand has increased by 19%, exceeding current supply agreements with NorAm Supply Chain.",medium,4.08,2026-04-04,in_progress
INC-00360,SUP-001,GlobalTech Components,Asia-Pacific,Electronics,72.96,"Tokyo, Japan",On-Time,0.98,40883.86,4420.52,2516.96,inventory,Stockout risk for Electronics components,"At current consumption rate, Electronics component stock will reach zero in 22 days without restocking.",low,2.64,2025-12-05,open
INC-00361,SUP-009,Midwest Components Inc,North America,Electronics,66.53,Singapore,Customs-Hold,0.0,10168.97,1451.49,1698.24,supplier,Midwest Components Inc reliability score degradation,"Supplier Midwest Components Inc has shown a pattern of late deliveries over the past 30 days, averaging 0.0 days behind schedule.",low,1.36,2025-11-13,open
INC-00362,SUP-004,NorAm Supply Chain,North America,Packaging,67.55,"Mumbai, India",Delayed,8.33,3686.31,3226.67,1615.54,shipment,Port congestion affecting NorAm Supply Chain shipments,"Congestion at Mumbai, India port is causing 8-day delays for all NorAm Supply Chain shipments.",high,5.94,2026-02-07,resolved
INC-00363,SUP-002,Pacific Rim Manufacturing,Asia-Pacific,Raw Materials,56.23,"Sydney, Australia",In-Transit,13.41,36754.72,4645.6,3345.1,shipment,Port congestion affecting Pacific Rim Manufacturing shipments,"Congestion at Sydney, Australia port is causing 13-day delays for all Pacific Rim Manufacturing shipments.",high,7.09,2026-01-27,open
INC-00364,SUP-010,Bay Area Tech Supplies,North America,Electronics,82.86,Singapore,On-Time,2.53,5730.57,1554.33,3783.95,shipment,Transportation cost spike on North America routes,Freight costs from North America increased by 16% due to fuel surcharges and carrier capacity constraints.,high,6.55,2026-02-22,open
INC-00365,SUP-010,Bay Area Tech Supplies,North America,Electronics,80.78,"Tokyo, Japan",On-Time,1.43,41707.3,2105.16,511.51,inventory,Low inventory alert — Bay Area Tech Supplies components,Stock levels for Electronics components from Bay Area Tech Supplies have dropped below reorder point. Current: 2105 units vs demand forecast: 512 units.,low,1.33,2026-04-24,open
INC-00366,SUP-009,Midwest Components Inc,North America,Electronics,66.3,"São Paulo, Brazil",In-Transit,6.84,10383.35,4992.25,1827.75,supplier,Midwest Components Inc quality control hold,Batch from Midwest Components Inc placed on quality hold pending inspection. 4992 units temporarily unavailable.,medium,4.53,2025-11-29,in_progress
INC-00367,SUP-006,Andean Resources Ltd,South America,Raw Materials,74.0,"São Paulo, Brazil",On-Time,1.37,13338.19,3840.26,3711.97,shipment,Andean Resources Ltd delivery delayed by customs clearance,"Shipment from Andean Resources Ltd held at São Paulo, Brazil customs for 1 days due to documentation issues.",low,2.97,2025-10-10,in_progress
INC-00368,SUP-001,GlobalTech Components,Asia-Pacific,Electronics,56.25,"Shanghai, China",On-Time,3.45,17997.61,1536.65,965.36,inventory,Stockout risk for Electronics components,"At current consumption rate, Electronics component stock will reach zero in 28 days without restocking.",medium,4.02,2025-11-10,in_progress
INC-00369,SUP-010,Bay Area Tech Supplies,North America,Electronics,83.78,"Rotterdam, Netherlands",Customs-Hold,2.44,20849.75,735.12,1531.62,supplier,Bay Area Tech Supplies quality control hold,Batch from Bay Area Tech Supplies placed on quality hold pending inspection. 735 units temporarily unavailable.,high,6.64,2026-03-27,open
INC-00370,SUP-002,Pacific Rim Manufacturing,Asia-Pacific,Raw Materials,43.53,Singapore,On-Time,1.8,11163.83,4137.24,2789.42,supplier,Geopolitical risk — Asia-Pacific trade route,New regulatory requirements in Asia-Pacific affecting imports from Pacific Rim Manufacturing. Compliance timeline: 11 days.,low,1.76,2026-03-24,closed
INC-00371,SUP-001,GlobalTech Components,Asia-Pacific,Electronics,75.98,"Rotterdam, Netherlands",On-Time,3.22,48629.0,2199.81,3727.96,supplier,GlobalTech Components quality control hold,Batch from GlobalTech Components placed on quality hold pending inspection. 2200 units temporarily unavailable.,medium,3.11,2025-08-02,in_progress
INC-00372,SUP-001,GlobalTech Components,Asia-Pacific,Electronics,69.28,"Houston, USA",Delayed,8.01,19322.08,3503.95,697.47,shipment,Transportation cost spike on Asia-Pacific routes,Freight costs from Asia-Pacific increased by 65% due to fuel surcharges and carrier capacity constraints.,high,6.36,2026-05-12,closed
INC-00373,SUP-007,Southeast Asia Textiles,Asia-Pacific,Manufacturing,63.71,Singapore,Delayed,11.79,27220.3,3739.31,2237.79,supplier,Southeast Asia Textiles reliability score degradation,"Supplier Southeast Asia Textiles has shown a pattern of late deliveries over the past 30 days, averaging 11.8 days behind schedule.",high,6.46,2025-10-14,open
INC-00374,SUP-008,Nordic Cold Chain,Europe,Logistics,86.85,Singapore,On-Time,1.2,31741.88,4985.54,2144.57,supplier,Geopolitical risk — Europe trade route,New regulatory requirements in Europe affecting imports from Nordic Cold Chain. Compliance timeline: 15 days.,low,1.18,2025-10-04,resolved
INC-00375,SUP-007,Southeast Asia Textiles,Asia-Pacific,Manufacturing,56.9,"Los Angeles, USA",In-Transit,10.15,18999.13,2989.69,194.41,supplier,Geopolitical risk — Asia-Pacific trade route,New regulatory requirements in Asia-Pacific affecting imports from Southeast Asia Textiles. Compliance timeline: 20 days.,high,5.79,2025-11-05,open
INC-00376,SUP-004,NorAm Supply Chain,North America,Packaging,66.5,"Rotterdam, Netherlands",In-Transit,10.38,42159.89,4271.18,538.25,shipment,NorAm Supply Chain delivery delayed by customs clearance,"Shipment from NorAm Supply Chain held at Rotterdam, Netherlands customs for 10 days due to documentation issues.",high,6.19,2025-06-29,closed
INC-00377,SUP-002,Pacific Rim Manufacturing,Asia-Pacific,Raw Materials,43.08,"Mumbai, India",Critical,18.67,19589.47,3713.06,926.31,supplier,Geopolitical risk — Asia-Pacific trade route,New regulatory requirements in Asia-Pacific affecting imports from Pacific Rim Manufacturing. Compliance timeline: 18 days.,critical,8.96,2026-03-08,open
INC-00378,SUP-001,GlobalTech Components,Asia-Pacific,Electronics,64.23,"Houston, USA",Delayed,9.07,29920.35,1314.51,334.43,inventory,Low inventory alert — GlobalTech Components components,Stock levels for Electronics components from GlobalTech Components have dropped below reorder point. Current: 1315 units vs demand forecast: 334 units.,high,6.28,2025-09-12,open
INC-00379,SUP-006,Andean Resources Ltd,South America,Raw Materials,79.65,"Mumbai, India",On-Time,3.03,47972.75,3264.59,1001.56,supplier,Geopolitical risk — South America trade route,New regulatory requirements in South America affecting imports from Andean Resources Ltd. Compliance timeline: 6 days.,medium,4.06,2025-12-13,open
INC-00380,SUP-004,NorAm Supply Chain,North America,Packaging,59.47,"Dubai, UAE",Delayed,6.68,51096.55,156.37,1064.83,shipment,NorAm Supply Chain delivery delayed by customs clearance,"Shipment from NorAm Supply Chain held at Dubai, UAE customs for 7 days due to documentation issues.",critical,8.19,2026-02-28,open
INC-00381,SUP-006,Andean Resources Ltd,South America,Raw Materials,76.41,"Dubai, UAE",On-Time,2.1,53846.95,2531.19,3266.38,shipment,Andean Resources Ltd delivery delayed by customs clearance,"Shipment from Andean Resources Ltd held at Dubai, UAE customs for 2 days due to documentation issues.",low,2.89,2026-04-18,open
INC-00382,SUP-004,NorAm Supply Chain,North America,Packaging,71.18,"Tokyo, Japan",In-Transit,13.66,36817.38,484.59,1590.61,shipment,Transportation cost spike on North America routes,Freight costs from North America increased by 58% due to fuel surcharges and carrier capacity constraints.,high,6.65,2026-05-15,in_progress
INC-00383,SUP-005,Gulf Region Distributors,Middle East,Manufacturing,61.77,"Sydney, Australia",In-Transit,6.7,30738.39,1073.45,640.45,inventory,Stockout risk for Manufacturing components,"At current consumption rate, Manufacturing component stock will reach zero in 26 days without restocking.",medium,4.82,2026-03-06,in_progress
INC-00384,SUP-003,EuroLogistics Partners,Europe,Logistics,84.42,"Los Angeles, USA",On-Time,0.13,10376.54,385.68,2178.55,shipment,Port congestion affecting EuroLogistics Partners shipments,"Congestion at Los Angeles, USA port is causing 0-day delays for all EuroLogistics Partners shipments.",critical,9.26,2025-08-01,in_progress
INC-00385,SUP-007,Southeast Asia Textiles,Asia-Pacific,Manufacturing,58.28,"Rotterdam, Netherlands",Critical,16.39,45550.02,3202.39,2979.52,supplier,Geopolitical risk — Asia-Pacific trade route,New regulatory requirements in Asia-Pacific affecting imports from Southeast Asia Textiles. Compliance timeline: 8 days.,critical,8.73,2025-08-18,in_progress
INC-00386,SUP-010,Bay Area Tech Supplies,North America,Electronics,77.87,"Los Angeles, USA",On-Time,0.79,14238.36,179.12,409.95,shipment,Port congestion affecting Bay Area Tech Supplies shipments,"Congestion at Los Angeles, USA port is causing 1-day delays for all Bay Area Tech Supplies shipments.",high,5.87,2026-02-01,in_progress
INC-00387,SUP-008,Nordic Cold Chain,Europe,Logistics,89.05,"Chicago, USA",On-Time,0.85,13992.47,2072.52,3878.38,shipment,Transportation cost spike on Europe routes,Freight costs from Europe increased by 22% due to fuel surcharges and carrier capacity constraints.,medium,3.13,2025-10-18,in_progress
INC-00388,SUP-010,Bay Area Tech Supplies,North America,Electronics,78.58,"Tokyo, Japan",On-Time,2.18,26249.88,1271.58,1678.98,supplier,Geopolitical risk — North America trade route,New regulatory requirements in North America affecting imports from Bay Area Tech Supplies. Compliance timeline: 13 days.,low,2.88,2025-06-23,in_progress
INC-00389,SUP-010,Bay Area Tech Supplies,North America,Electronics,76.02,"Shanghai, China",On-Time,1.62,39317.97,240.63,526.33,shipment,Bay Area Tech Supplies delivery delayed by customs clearance,"Shipment from Bay Area Tech Supplies held at Shanghai, China customs for 2 days due to documentation issues.",high,6.62,2026-01-21,in_progress
INC-00390,SUP-001,GlobalTech Components,Asia-Pacific,Electronics,73.99,"Chicago, USA",Delayed,7.5,48873.07,3879.7,1215.07,shipment,Weather-related disruption — Asia-Pacific,"Severe weather event in Asia-Pacific has disrupted logistics for GlobalTech Components, causing estimated 8-day delay.",high,7.16,2025-08-26,in_progress
INC-00391,SUP-002,Pacific Rim Manufacturing,Asia-Pacific,Raw Materials,44.58,"Chicago, USA",Delayed,9.4,43272.75,4692.32,2814.85,shipment,Weather-related disruption — Asia-Pacific,"Severe weather event in Asia-Pacific has disrupted logistics for Pacific Rim Manufacturing, causing estimated 9-day delay.",high,6.68,2025-08-10,resolved
INC-00392,SUP-004,NorAm Supply Chain,North America,Packaging,66.61,"Houston, USA",In-Transit,5.53,19175.96,3260.45,2874.73,shipment,Port congestion affecting NorAm Supply Chain shipments,"Congestion at Houston, USA port is causing 6-day delays for all NorAm Supply Chain shipments.",medium,3.17,2025-08-24,resolved
INC-00393,SUP-007,Southeast Asia Textiles,Asia-Pacific,Manufacturing,59.03,"Los Angeles, USA",On-Time,0.0,34439.84,841.5,2246.35,supplier,Southeast Asia Textiles reliability score degradation,"Supplier Southeast Asia Textiles has shown a pattern of late deliveries over the past 30 days, averaging 0.0 days behind schedule.",high,5.82,2025-06-24,open
INC-00394,SUP-003,EuroLogistics Partners,Europe,Logistics,88.19,"Sydney, Australia",On-Time,0.88,18327.3,3664.3,3847.77,shipment,EuroLogistics Partners delivery delayed by customs clearance,"Shipment from EuroLogistics Partners held at Sydney, Australia customs for 1 days due to documentation issues.",low,2.25,2025-10-27,open
INC-00395,SUP-001,GlobalTech Components,Asia-Pacific,Electronics,62.5,"Rotterdam, Netherlands",In-Transit,6.02,30805.56,78.47,3542.54,shipment,Weather-related disruption — Asia-Pacific,"Severe weather event in Asia-Pacific has disrupted logistics for GlobalTech Components, causing estimated 6-day delay.",critical,7.66,2025-10-01,in_progress
INC-00396,SUP-001,GlobalTech Components,Asia-Pacific,Electronics,72.21,"Los Angeles, USA",Delayed,8.28,34847.6,2809.87,3318.48,supplier,GlobalTech Components reliability score degradation,"Supplier GlobalTech Components has shown a pattern of late deliveries over the past 30 days, averaging 8.3 days behind schedule.",high,7.21,2025-06-27,resolved
INC-00397,SUP-010,Bay Area Tech Supplies,North America,Electronics,85.21,"Los Angeles, USA",On-Time,1.03,50780.39,292.71,1726.13,supplier,Geopolitical risk — North America trade route,New regulatory requirements in North America affecting imports from Bay Area Tech Supplies. Compliance timeline: 19 days.,critical,8.64,2025-09-01,in_progress
INC-00398,SUP-003,EuroLogistics Partners,Europe,Logistics,96.13,"São Paulo, Brazil",On-Time,0.85,21090.0,227.41,3097.2,inventory,Stockout risk for Logistics components,"At current consumption rate, Logistics component stock will reach zero in 25 days without restocking.",critical,7.63,2025-11-14,in_progress
INC-00399,SUP-003,EuroLogistics Partners,Europe,Logistics,95.13,"Tokyo, Japan",On-Time,2.57,19448.05,2098.1,918.4,inventory,Stockout risk for Logistics components,"At current consumption rate, Logistics component stock will reach zero in 18 days without restocking.",low,2.97,2025-09-17,in_progress
INC-00400,SUP-010,Bay Area Tech Supplies,North America,Electronics,96.4,"Tokyo, Japan",On-Time,0.33,17220.93,3063.78,1334.31,supplier,Geopolitical risk — North America trade route,New regulatory requirements in North America affecting imports from Bay Area Tech Supplies. Compliance timeline: 13 days.,low,1.99,2026-02-26,resolved
INC-00401,SUP-008,Nordic Cold Chain,Europe,Logistics,88.85,Singapore,On-Time,0.81,34298.51,3557.51,3919.1,shipment,Transportation cost spike on Europe routes,Freight costs from Europe increased by 11% due to fuel surcharges and carrier capacity constraints.,low,2.6,2025-06-02,in_progress
INC-00402,SUP-007,Southeast Asia Textiles,Asia-Pacific,Manufacturing,65.45,"Dubai, UAE",In-Transit,9.24,44720.31,1101.07,2598.41,inventory,Stockout risk for Manufacturing components,"At current consumption rate, Manufacturing component stock will reach zero in 5 days without restocking.",high,6.6,2026-05-21,closed
INC-00403,SUP-001,GlobalTech Components,Asia-Pacific,Electronics,75.4,"Rotterdam, Netherlands",In-Transit,6.27,22990.61,2866.16,3844.44,shipment,Weather-related disruption — Asia-Pacific,"Severe weather event in Asia-Pacific has disrupted logistics for GlobalTech Components, causing estimated 6-day delay.",medium,4.59,2025-08-30,resolved
INC-00404,SUP-003,EuroLogistics Partners,Europe,Logistics,81.02,"Houston, USA",On-Time,1.36,49279.09,2707.99,1406.93,shipment,Port congestion affecting EuroLogistics Partners shipments,"Congestion at Houston, USA port is causing 1-day delays for all EuroLogistics Partners shipments.",low,2.11,2025-12-30,open
INC-00405,SUP-004,NorAm Supply Chain,North America,Packaging,61.03,"Dubai, UAE",In-Transit,5.02,50557.88,3989.12,358.23,inventory,Stockout risk for Packaging components,"At current consumption rate, Packaging component stock will reach zero in 12 days without restocking.",medium,4.68,2025-08-17,in_progress
INC-00406,SUP-010,Bay Area Tech Supplies,North America,Electronics,77.83,"Houston, USA",On-Time,3.39,47823.47,3770.12,2850.54,shipment,Transportation cost spike on North America routes,Freight costs from North America increased by 12% due to fuel surcharges and carrier capacity constraints.,medium,3.74,2025-11-10,closed
INC-00407,SUP-005,Gulf Region Distributors,Middle East,Manufacturing,58.9,"Frankfurt, Germany",Delayed,13.25,7948.26,3935.47,3133.38,shipment,Transportation cost spike on Middle East routes,Freight costs from Middle East increased by 38% due to fuel surcharges and carrier capacity constraints.,high,6.18,2025-07-19,in_progress
INC-00408,SUP-009,Midwest Components Inc,North America,Electronics,68.35,"Sydney, Australia",Delayed,7.9,42782.51,536.35,3930.87,shipment,Weather-related disruption — North America,"Severe weather event in North America has disrupted logistics for Midwest Components Inc, causing estimated 8-day delay.",critical,8.28,2026-02-21,closed
INC-00409,SUP-009,Midwest Components Inc,North America,Electronics,73.22,"Frankfurt, Germany",In-Transit,7.01,4333.59,4248.21,3500.31,shipment,Midwest Components Inc delivery delayed by customs clearance,"Shipment from Midwest Components Inc held at Frankfurt, Germany customs for 7 days due to documentation issues.",high,6.66,2025-11-19,open
INC-00410,SUP-004,NorAm Supply Chain,North America,Packaging,63.59,"Dubai, UAE",Delayed,9.06,16662.43,1629.79,1820.35,supplier,Geopolitical risk — North America trade route,New regulatory requirements in North America affecting imports from NorAm Supply Chain. Compliance timeline: 10 days.,high,6.62,2025-08-01,open
INC-00411,SUP-004,NorAm Supply Chain,North America,Packaging,58.91,"Rotterdam, Netherlands",In-Transit,5.37,16365.76,4719.23,3235.61,inventory,Stockout risk for Packaging components,"At current consumption rate, Packaging component stock will reach zero in 11 days without restocking.",medium,3.89,2026-03-22,open
INC-00412,SUP-001,GlobalTech Components,Asia-Pacific,Electronics,64.62,"Houston, USA",In-Transit,5.32,7614.13,316.31,1763.22,supplier,Geopolitical risk — Asia-Pacific trade route,New regulatory requirements in Asia-Pacific affecting imports from GlobalTech Components. Compliance timeline: 19 days.,critical,8.21,2025-09-01,open
INC-00413,SUP-004,NorAm Supply Chain,North America,Packaging,63.28,"Tokyo, Japan",On-Time,0.9,30274.7,4869.73,3047.4,shipment,Weather-related disruption — North America,"Severe weather event in North America has disrupted logistics for NorAm Supply Chain, causing estimated 1-day delay.",low,1.19,2026-01-26,open
INC-00414,SUP-008,Nordic Cold Chain,Europe,Logistics,80.07,"Chicago, USA",On-Time,1.02,9617.25,4483.72,1106.41,shipment,Port congestion affecting Nordic Cold Chain shipments,"Congestion at Chicago, USA port is causing 1-day delays for all Nordic Cold Chain shipments.",low,1.91,2025-12-05,open
INC-00415,SUP-002,Pacific Rim Manufacturing,Asia-Pacific,Raw Materials,40.4,"Tokyo, Japan",Delayed,13.16,26445.81,895.47,3094.97,shipment,Port congestion affecting Pacific Rim Manufacturing shipments,"Congestion at Tokyo, Japan port is causing 13-day delays for all Pacific Rim Manufacturing shipments.",high,6.61,2026-04-07,open
INC-00416,SUP-005,Gulf Region Distributors,Middle East,Manufacturing,53.05,"Chicago, USA",In-Transit,8.07,23912.42,3123.33,2237.0,supplier,Gulf Region Distributors quality control hold,Batch from Gulf Region Distributors placed on quality hold pending inspection. 3123 units temporarily unavailable.,high,6.63,2026-02-03,open
INC-00417,SUP-009,Midwest Components Inc,North America,Electronics,68.94,Singapore,On-Time,2.97,37489.08,3709.87,2876.44,shipment,Weather-related disruption — North America,"Severe weather event in North America has disrupted logistics for Midwest Components Inc, causing estimated 3-day delay.",low,1.35,2026-02-06,in_progress
INC-00418,SUP-002,Pacific Rim Manufacturing,Asia-Pacific,Raw Materials,38.8,"Sydney, Australia",Delayed,7.02,33609.49,4108.34,1376.89,supplier,Geopolitical risk — Asia-Pacific trade route,New regulatory requirements in Asia-Pacific affecting imports from Pacific Rim Manufacturing. Compliance timeline: 9 days.,high,7.31,2026-04-28,resolved
INC-00419,SUP-001,GlobalTech Components,Asia-Pacific,Electronics,72.33,"Rotterdam, Netherlands",On-Time,0.09,26007.64,1492.94,2500.73,demand,Demand surge exceeds GlobalTech Components capacity,"Q-on-Q demand has increased by 21%, exceeding current supply agreements with GlobalTech Components.",medium,4.84,2026-01-16,in_progress
INC-00420,SUP-006,Andean Resources Ltd,South America,Raw Materials,85.6,"Shanghai, China",Customs-Hold,3.2,34409.01,2576.6,3405.78,inventory,Stockout risk for Raw Materials components,"At current consumption rate, Raw Materials component stock will reach zero in 18 days without restocking.",medium,4.64,2025-10-30,open
INC-00421,SUP-002,Pacific Rim Manufacturing,Asia-Pacific,Raw Materials,51.45,"Houston, USA",On-Time,3.1,14467.78,3526.0,1637.65,supplier,Pacific Rim Manufacturing reliability score degradation,"Supplier Pacific Rim Manufacturing has shown a pattern of late deliveries over the past 30 days, averaging 3.1 days behind schedule.",medium,3.95,2025-11-11,open
INC-00422,SUP-009,Midwest Components Inc,North America,Electronics,61.49,"Los Angeles, USA",Delayed,10.28,46518.02,813.62,3990.08,supplier,Midwest Components Inc reliability score degradation,"Supplier Midwest Components Inc has shown a pattern of late deliveries over the past 30 days, averaging 10.3 days behind schedule.",high,6.94,2026-05-11,in_progress
INC-00423,SUP-007,Southeast Asia Textiles,Asia-Pacific,Manufacturing,63.67,"Tokyo, Japan",In-Transit,7.33,9272.67,4039.41,3454.6,inventory,Stockout risk for Manufacturing components,"At current consumption rate, Manufacturing component stock will reach zero in 20 days without restocking.",high,6.35,2026-05-24,closed
INC-00424,SUP-008,Nordic Cold Chain,Europe,Logistics,89.32,"Houston, USA",On-Time,1.04,24512.91,86.78,2042.81,shipment,Port congestion affecting Nordic Cold Chain shipments,"Congestion at Houston, USA port is causing 1-day delays for all Nordic Cold Chain shipments.",critical,7.57,2025-10-01,open
INC-00425,SUP-010,Bay Area Tech Supplies,North America,Electronics,78.23,"Dubai, UAE",On-Time,2.25,32754.25,4810.6,412.25,inventory,Low inventory alert — Bay Area Tech Supplies components,Stock levels for Electronics components from Bay Area Tech Supplies have dropped below reorder point. Current: 4811 units vs demand forecast: 412 units.,low,1.49,2026-02-26,resolved
INC-00426,SUP-002,Pacific Rim Manufacturing,Asia-Pacific,Raw Materials,42.49,"Shanghai, China",In-Transit,5.46,32720.31,3084.54,3623.98,supplier,Geopolitical risk — Asia-Pacific trade route,New regulatory requirements in Asia-Pacific affecting imports from Pacific Rim Manufacturing. Compliance timeline: 17 days.,medium,4.47,2026-03-02,in_progress
INC-00427,SUP-006,Andean Resources Ltd,South America,Raw Materials,87.67,"Houston, USA",On-Time,2.3,17328.05,224.86,3699.17,supplier,Geopolitical risk — South America trade route,New regulatory requirements in South America affecting imports from Andean Resources Ltd. Compliance timeline: 10 days.,critical,7.84,2025-11-04,open
INC-00428,SUP-005,Gulf Region Distributors,Middle East,Manufacturing,60.53,"Dubai, UAE",On-Time,2.58,17201.23,458.43,2071.82,shipment,Gulf Region Distributors delivery delayed by customs clearance,"Shipment from Gulf Region Distributors held at Dubai, UAE customs for 3 days due to documentation issues.",high,6.98,2025-10-22,in_progress
INC-00429,SUP-003,EuroLogistics Partners,Europe,Logistics,94.92,"Rotterdam, Netherlands",On-Time,0.32,36935.25,1880.35,784.06,shipment,Port congestion affecting EuroLogistics Partners shipments,"Congestion at Rotterdam, Netherlands port is causing 0-day delays for all EuroLogistics Partners shipments.",low,2.97,2026-05-26,open
INC-00430,SUP-010,Bay Area Tech Supplies,North America,Electronics,85.65,"Sydney, Australia",On-Time,1.75,28285.26,4968.25,3104.43,shipment,Port congestion affecting Bay Area Tech Supplies shipments,"Congestion at Sydney, Australia port is causing 2-day delays for all Bay Area Tech Supplies shipments.",low,1.11,2025-10-01,open
INC-00431,SUP-002,Pacific Rim Manufacturing,Asia-Pacific,Raw Materials,50.28,"Rotterdam, Netherlands",Critical,14.47,27240.29,2407.52,3798.18,shipment,Weather-related disruption — Asia-Pacific,"Severe weather event in Asia-Pacific has disrupted logistics for Pacific Rim Manufacturing, causing estimated 14-day delay.",critical,8.03,2026-03-01,in_progress
INC-00432,SUP-007,Southeast Asia Textiles,Asia-Pacific,Manufacturing,72.41,"Shanghai, China",In-Transit,8.74,25787.49,3408.54,3850.87,supplier,Southeast Asia Textiles quality control hold,Batch from Southeast Asia Textiles placed on quality hold pending inspection. 3409 units temporarily unavailable.,high,6.72,2026-05-17,resolved
INC-00433,SUP-005,Gulf Region Distributors,Middle East,Manufacturing,55.99,"Houston, USA",Delayed,12.49,7208.67,3289.0,1625.5,inventory,Stockout risk for Manufacturing components,"At current consumption rate, Manufacturing component stock will reach zero in 21 days without restocking.",high,6.17,2026-05-13,resolved
INC-00434,SUP-003,EuroLogistics Partners,Europe,Logistics,87.72,Singapore,On-Time,1.33,2449.24,386.36,1703.87,demand,Demand surge exceeds EuroLogistics Partners capacity,"Q-on-Q demand has increased by 48%, exceeding current supply agreements with EuroLogistics Partners.",high,5.89,2026-02-25,open
INC-00435,SUP-010,Bay Area Tech Supplies,North America,Electronics,92.89,Singapore,On-Time,4.03,36800.09,4185.52,3806.91,supplier,Bay Area Tech Supplies reliability score degradation,"Supplier Bay Area Tech Supplies has shown a pattern of late deliveries over the past 30 days, averaging 4.0 days behind schedule.",medium,3.75,2026-04-24,closed
INC-00436,SUP-010,Bay Area Tech Supplies,North America,Electronics,84.05,Singapore,On-Time,1.19,7874.79,962.1,1248.82,supplier,Bay Area Tech Supplies quality control hold,Batch from Bay Area Tech Supplies placed on quality hold pending inspection. 962 units temporarily unavailable.,low,2.38,2026-05-06,resolved
INC-00437,SUP-006,Andean Resources Ltd,South America,Raw Materials,78.6,"Dubai, UAE",In-Transit,7.75,16696.24,358.82,1615.5,inventory,Low inventory alert — Andean Resources Ltd components,Stock levels for Raw Materials components from Andean Resources Ltd have dropped below reorder point. Current: 359 units vs demand forecast: 1616 units.,high,6.48,2025-07-02,open
INC-00438,SUP-010,Bay Area Tech Supplies,North America,Electronics,77.38,"Sydney, Australia",On-Time,3.45,7746.81,2726.13,1781.89,shipment,Bay Area Tech Supplies delivery delayed by customs clearance,"Shipment from Bay Area Tech Supplies held at Sydney, Australia customs for 3 days due to documentation issues.",medium,3.15,2026-04-12,in_progress
INC-00439,SUP-005,Gulf Region Distributors,Middle East,Manufacturing,58.17,"Sydney, Australia",In-Transit,8.14,28378.17,3281.68,103.38,supplier,Gulf Region Distributors quality control hold,Batch from Gulf Region Distributors placed on quality hold pending inspection. 3282 units temporarily unavailable.,high,6.65,2025-06-21,in_progress
INC-00440,SUP-008,Nordic Cold Chain,Europe,Logistics,86.96,"Shanghai, China",On-Time,0.87,40571.67,4070.76,373.39,inventory,Low inventory alert — Nordic Cold Chain components,Stock levels for Logistics components from Nordic Cold Chain have dropped below reorder point. Current: 4071 units vs demand forecast: 373 units.,low,2.13,2025-09-25,open
INC-00441,SUP-006,Andean Resources Ltd,South America,Raw Materials,76.9,"São Paulo, Brazil",On-Time,1.1,35510.44,4796.18,453.6,shipment,Transportation cost spike on South America routes,Freight costs from South America increased by 14% due to fuel surcharges and carrier capacity constraints.,low,1.35,2026-03-02,open
INC-00442,SUP-007,Southeast Asia Textiles,Asia-Pacific,Manufacturing,58.76,Singapore,On-Time,3.88,22675.55,578.5,2786.49,shipment,Southeast Asia Textiles delivery delayed by customs clearance,Shipment from Southeast Asia Textiles held at Singapore customs for 4 days due to documentation issues.,high,5.89,2026-02-06,resolved
INC-00443,SUP-010,Bay Area Tech Supplies,North America,Electronics,83.36,"Shanghai, China",On-Time,3.58,44015.18,3234.87,2048.77,shipment,Bay Area Tech Supplies delivery delayed by customs clearance,"Shipment from Bay Area Tech Supplies held at Shanghai, China customs for 4 days due to documentation issues.",medium,3.81,2026-01-18,open
INC-00444,SUP-009,Midwest Components Inc,North America,Electronics,62.73,"Shanghai, China",Delayed,6.36,48335.54,787.32,2359.45,shipment,Weather-related disruption — North America,"Severe weather event in North America has disrupted logistics for Midwest Components Inc, causing estimated 6-day delay.",high,7.31,2025-07-08,in_progress
